øko,besid,slagtid,spacetime,y,mlik,waic,dic,dic_sat,envvar_mean,envvar_quant0.025,envvar_quant0.975,Intercept_mean,Intercept_quant0.025,Intercept_quant0.975,øko_mean,øko_quant0.025,øko_quant0.975,besid_mean,besid_quant0.025,besid_quant0.975,slagteriid_mean,slagteriid_quant0.025,slagteriid_quant0.975
false,true,true,space,tavg_summer,-11862.7473253822,22869.8646461215,22434.8514637,17280.0893104474,-0.163666744762997,-0.201616938294684,-0.125718096127472,-3.89185831735404,-4.82684867555677,-3.14526529932415,,,,2.86185754113206,2.58268481584857,3.16519615838734,0.367761229604306,0.155922622191285,0.775590481511572
true,true,true,space,ollerenshaw_lag1,-11869.0622736351,22875.3759045991,22440.3460226241,17285.5892714504,0.127464081875408,0.0954159985269998,0.159514005860832,-3.93133718556515,-4.88052323611194,-3.17010881317517,0.41318643167935,0.154641090224331,0.671881904165695,2.8492051202433,2.5699225524977,3.15041182937477,0.359226134053773,0.150915828944657,0.756737068432626
true,true,true,space,soil_winter,-11873.0915993288,22875.5408272664,22434.4390402846,17279.6822939299,0.47783043265654,0.332985038865375,0.623265202348128,-4.17454375294702,-5.6981633919991,-2.87093390754113,0.418808652917569,0.16056964964852,0.677209715661881,2.860889291939,2.58234839818954,3.16489658037581,0.355620628958109,0.151288549118562,0.750249069267175
false,true,true,space,soil_winter,-11872.3674404349,22881.1584037536,22440.053805506,17285.2970591051,0.477683281858287,0.332883890178789,0.623087041489349,-4.14614782266985,-5.6597938921785,-2.85212684347706,,,,2.87130783685227,2.59088144729932,3.17434232611862,0.356996982089338,0.150278194369132,0.765049410419455
false,true,true,space,ollerenshaw_lag1,-11868.2121217138,22881.1694171315,22446.3122567253,17291.5555055225,0.127780357356311,0.0957366355026221,0.159825877239518,-3.90471368182852,-4.84949865207762,-3.14699631679038,,,,2.85951677602898,2.57874762548367,3.1603556514486,0.35974079423462,0.149244593509057,0.765148248250376
true,true,true,space,ollerenshaw,-11872.0208165234,22883.6833817393,22440.8664495544,17286.1596713277,-0.12408015081809,-0.157220766645727,-0.090942093945548,-4.02625766532498,-5.11367228127148,-3.16148816705077,0.422673548423712,0.164173256085538,0.681329168737315,2.85446131009206,2.57386048735521,3.15488592940434,0.361635378542693,0.150667010976599,0.770895137718329
true,true,true,space,ppt_spring_lag1,-11873.6795395021,22884.7094375948,22450.1691042301,17295.4069470114,0.12319929514513,0.0894220690293888,0.156977947545696,-3.90181428642272,-4.83670927535104,-3.15260920741541,0.418266869283501,0.159990209176825,0.676711740683004,2.84824086933674,2.56990314556992,3.15009853923451,0.357837847062234,0.151462762286334,0.757121917454123
true,true,true,space,tavg_spring_lag1,-11877.7095170425,22888.7599489378,22454.4723419666,17299.7103681573,0.103553041707446,0.0723030163311727,0.134805196630222,-3.98812174149212,-5.01556537382327,-3.16439323233446,0.425495522526575,0.167162596341271,0.683998424902851,2.85367853344571,2.57582765754813,3.157441816826,0.371941821504024,0.15471208075502,0.799254907287497
false,true,true,space,ollerenshaw,-11871.4027609938,22889.4302387184,22446.4610370327,17291.7542588429,-0.12390861224387,-0.1570448117211,-0.090775002474656,-4.00269643375581,-5.09071583119869,-3.1347654001626,,,,2.86662101820848,2.58703616846106,3.16991558426087,0.35888755846844,0.151113188873705,0.756505638173056
true,true,false,spacetime,ollerenshaw_lag1,-11834.0333225362,22889.683180047,22343.7839293391,17189.0165624457,0.19245177778955,0.124184272705189,0.260845511568669,-4.11128596172915,-4.40360430312357,-3.84505214948301,0.340085112319789,0.0581690679006778,0.622321937516341,3.21737331075299,2.90039648858305,3.5569490637672,,,
true,true,true,space,ppt_spring,-11876.8494430467,22889.7680435317,22450.6621093369,17295.905358288,-0.118004258293054,-0.152960199703523,-0.0830518800913314,-4.06939679803019,-5.19353816430862,-3.1716637746567,0.404431090726514,0.145853950314327,0.663125390555108,2.85836810099836,2.57598061131405,3.15783812546576,0.372297513642723,0.149361774488429,0.803013349553582
true,true,false,spacetime,tavg_summer,-11844.3189646023,22890.7443114834,22336.797358594,17182.0299545964,-0.139866844006755,-0.246731483722546,-0.0323646111235763,-4.11606423486825,-4.42117495256293,-3.84549128042326,0.351863597837614,0.0707644179985188,0.633299352670132,3.22453522569065,2.90827655854119,3.5661625642642,,,
false,true,true,space,ppt_spring_lag1,-11872.9189174645,22890.9200255213,22456.3835690732,17301.6214103751,0.12326775436932,0.0894930052918371,0.157043865962677,-3.8766284579119,-4.80995624156666,-3.12746216864571,,,,2.85815734152689,2.57664602133555,3.15762128367041,0.358396600266101,0.145184671068385,0.763781879611433
false,true,true,space,tavg_spring_lag1,-11877.1751363566,22895.3167830305,22460.9147711919,17306.1528032856,0.103172700428627,0.0719354604440806,0.134412065206224,-3.963958044182,-4.98951571519183,-3.1400676344262,,,,2.86416640420477,2.58398277530168,3.16648956861986,0.370783009259552,0.157456991955516,0.797334513838098
false,true,true,space,ppt_spring,-11875.8640528288,22896.8292246555,22455.9720652243,17301.2298997355,-0.118913400381743,-0.153873379317398,-0.0839570978221525,-4.03661529902785,-5.1403574426451,-3.15759560767275,,,,2.86909014275353,2.58760480081186,3.17083307877808,0.368154190251923,0.152975095681468,0.784228420579767
true,true,true,space,def_spring,-11878.3322147413,22897.7613266921,22457.3915584049,17302.6300201364,-0.108227486679201,-0.141306659788999,-0.0751512457316618,-3.94944726279256,-4.93498742722089,-3.1590525991236,0.461150124578227,0.202768736441142,0.719775002215304,2.84840120352732,2.56905364912565,3.14952447585585,0.368490842123648,0.157059965163652,0.751132545434702
false,true,false,spacetime,ollerenshaw_lag1,-11831.2239427004,22904.5967139592,22359.4418434273,17204.6744799216,0.193192983041286,0.125162973567707,0.261363776250709,-4.08376221749791,-4.3723388062563,-3.82075869100476,,,,3.21532309620726,2.8992062382162,3.5546392831886,,,
false,true,true,space,def_spring,-11878.568398142,22906.1584857869,22465.3419416806,17310.5853757614,-0.105401519318431,-0.138432065856443,-0.0723737592371428,-3.92053883031581,-4.90252867256654,-3.13326086747959,,,,2.85863590594428,2.57862866144559,3.16025035051508,0.374545461719283,0.155159654904056,0.796344517079415
false,true,false,spacetime,tavg_summer,-11841.7021013525,22907.8762920775,22354.5908921953,17199.823483881,-0.139780639071888,-0.245938416762209,-0.0329814830357358,-4.08830324095108,-4.38930263899177,-3.82106119521665,,,,3.22202628561038,2.90497839435207,3.5615350701412,,,
true,true,true,space,soil_summer,-11889.3295273407,22916.6525519081,22477.7315058453,17322.9681005318,0.0695079484603361,0.0379132957846491,0.101104548253867,-3.97446801617652,-4.9948252022827,-3.15983924450039,0.428473086597087,0.170279006566052,0.686850726051384,2.85337297262916,2.57575034889201,3.15734386303187,0.367474491289964,0.151859791676625,0.78084389154865
true,true,true,space,tavg_winter,-11890.244648106,22922.0433319672,22479.4427178762,17324.685966229,-0.0703412143862807,-0.10436438700873,-0.0363222491873808,-3.99156712737572,-5.03227976892507,-3.16188995000215,0.42970951126508,0.171485813906409,0.68811533507948,2.85415363421493,2.57351788087097,3.15473438446323,0.373084508099707,0.156266851575096,0.793287153233736
false,true,true,space,soil_summer,-11888.8245782068,22923.4837496551,22484.0221779085,17329.2653164317,0.0686949133790815,0.0371019480540444,0.100289741601875,-3.9531483327088,-4.98060431532945,-3.13133319068416,,,,2.8640142185083,2.58381680222739,3.16628318611793,0.366303457127095,0.151187974512277,0.777728683209312
true,true,true,space,tavg_autumn_lag1,-11890.9161587695,22925.5358036559,22482.3529869871,17327.5962368241,-0.0714172603895942,-0.107737591759372,-0.0350993062244782,-3.95852981393553,-4.96826826615285,-3.15218576205798,0.415598328859703,0.157369554645145,0.673979728265156,2.85048930435256,2.57003245520555,3.15032416702732,0.372084868591536,0.154896769520418,0.791777028290277
true,true,true,space,tavg_spring,-11893.5202555761,22926.8795057632,22486.6376721196,17331.8810068839,-0.0496213565396505,-0.0805960722660575,-0.0186481778774828,-3.97812677268413,-4.99913060475807,-3.16630524273663,0.417467789637136,0.159183557445618,0.675907630436742,2.85170371637427,2.57233536642089,3.15310435516256,0.36623066557704,0.152758751111474,0.780772102430476
true,true,false,spacetime,soil_summer_lag1,-11831.5224665362,22927.7817184166,22381.4276667286,17226.6603034536,0.240549878412523,0.163394827462883,0.317634347807838,-4.08104525413117,-4.36499099760328,-3.8216675304374,0.338610221152282,0.0564060700205504,0.621140693013395,3.21955533250124,2.90305351986545,3.56063729045577,,,
false,true,true,space,tavg_winter,-11889.8162250982,22928.3571696742,22485.8660144325,17331.1092627823,-0.069263908757055,-0.103278105931741,-0.035253859485559,-3.96167313904561,-4.98906679679654,-3.14147547966459,,,,2.86454134583514,2.58297449314426,3.16535335397659,0.372163279134836,0.158039750966989,0.794794707691831
false,true,true,space,tavg_autumn_lag1,-11890.1458814252,22931.1410441702,22488.124912556,17333.3681624146,-0.0718300910523684,-0.108144057629344,-0.0355184801717874,-3.9312844217671,-4.9348834402037,-3.12931872622774,,,,2.86151704210429,2.58171094323728,3.16360000115553,0.371435366140228,0.154754225784032,0.791859917591807
true,true,true,space,def_summer,-11895.6831348398,22932.1367297876,22492.1869802612,17337.4302315198,-0.0360433652398355,-0.066629328383578,-0.00545775717100609,-3.963356346349,-4.9684868378391,-3.16182470137275,0.425102914274204,0.166940075828065,0.683439781291276,2.84752914613651,2.5690222945216,3.14914715470548,0.365614536466448,0.149389594697982,0.774357603056329
false,true,true,space,tavg_spring,-11892.7528807935,22932.5379489246,22492.3141621658,17337.5575008778,-0.0498394146736355,-0.0808041625966731,-0.0188762142803957,-3.9544244661178,-4.98142566756191,-3.13939622424488,,,,2.86317684753869,2.58384285778345,3.16645640261997,0.365072382119976,0.152213727034792,0.778134633227021
true,true,true,space,def_autumn_lag1,-11895.1256336189,22933.3409523004,22491.5397588355,17336.7830070017,-0.0430383656311088,-0.0766357445378748,-0.0094403427223514,-3.96461885840149,-4.96510225975624,-3.16803955046684,0.419722111774393,0.161499536499907,0.678103694574887,2.8464370041473,2.5681372852173,3.14801678096811,0.36180335823437,0.150388357659672,0.767058407136528
true,true,true,space,def_spring_lag1,-11895.2363752341,22933.4945572701,22491.5761594626,17336.8194069096,-0.0394380190413172,-0.0704361732054131,-0.0084398118607641,-3.9649663859267,-4.97206392606514,-3.16127519286539,0.430694592210108,0.172449794137789,0.689120005979435,2.84662861639876,2.56722791475577,3.14707223026417,0.361121574251138,0.149188025841394,0.75978634869497
true,true,true,space,1,-11890.6937183327,22934.1207283028,22494.7298222516,17339.9730722352,,,,-3.97842671335585,-4.99909496934947,-3.16408589989069,0.419340357862382,0.16112567478245,0.677712982593896,2.84767239088536,2.5681898550387,3.14807080170131,0.35788391459435,0.155524324699535,0.737366297759887
